Review,Class
"habiamos estado hace siete anos atras en este hotel, y nos encontramos con un hotel con muchas carencias, muy venido abajo, las habitaciones muy desprolijas, los ascensores insuficientes para la cantidad de gente, falta de limpieza total. si volveria a la habana no lo elegiria, a pesar que lo lindo q tiene que fue sinonimo de la revolucion es su historia.",2
"La verdad que el hotel pues deja un poco que desear en cuanto a comida teniamos solo el almuerzo y ademas de poca variedad la comida bastante floja. El mantenimiento tambien es bastante mejorable, pero para estar 3 o 4 dias para visitar l'habana como pasas poco tiempo en el hotel pues para ir solo a dormir no esta mal. ",2
"Fuimos mi esposa y yo, con una pareja de amigos de mérida. La salsa de semillas bse calabazas, pésima.  Mi amigo pidió que la retiraran de la mesa. Lo mejor, las empanadas de queso de bola con chaya y el dulce de guayaba, también con...Más",3
"Para los niveles cubanos de hoteleríá el hotel Tryp Habana Libre es promedio, que para niveles internacionales es malo. Los desyunos buffet son relativamente buenos, la zona es alejada de Habana Vieja.",3
"Acudimos un sábado 2 de julio a las 11:15 de la mañana. Estuvimos esperando más de media hora nosotros dos y otro grupo de cuatro personas fuera, porque la camarera estaba dentro. Nos vio como estábamos esperando y no fue capaz de salir a atendernos...o dar alguna explicación si el bar estaba abierto o cerrado.

Nos tuvimos que marcharMás",1
"Usted puede necesitar uno o dos días para ver lo que la ciudad ofrece. Tiene plazas de la ciudad, restaurantes, museos, e iglesias. Es pintoresco. Un montón de turistas tiendas que venden artículos similares. Yo diría que un día sería suficiente tiempo. Entonces vaya a su próximo destino.",3
"El señor Chávez ha perdido este año! El centro de transporte ha sido reinventados como una discoteca 7 noches a la semana. Todo empieza en 7/8 y va hasta la medianoche. Es absolutamente precioso. es ventilado y gran terraza abierta al aire libre. Me alojaré en el Grand Bliss, 1000 metros. En las habitaciones el GB inusuales de número frente al mar, las habitaciones dan al club de noche. Hay 8 pisos con 6-2 dormitorios que se puede dividir en una unidad de un dormitorio y una habitación de hotel. Estoy en la 5ª planta del centro. Con las puertas cerradas y las cortinas dobles cerrado, las ventanas vibran y se trata de un boom boom boom constante desde la base y vocalista constante que no puedes aquí cualquier palabras. Buena suerte dormir antes de la medianoche. Las temperaturas son en los años 80 y uno debe cerrarse hasta la unidad, así como no escuchar la música. aún se puede oír. Olvídate de utilizar el balcón patio/ por la noche. Hay una regla aquí, una vez nos asignaron una habitación, no hay cambio. El personal adhiere a esta regla. Nadie se preocupa por unas vacaciones tranquilas y relajantes. Los residentes en el Luxxe y Grand edificios mayas también pueden escuchar la música. Por cierto, este resort está ahora siendo vendidos como la Disneyworld de México con sus planes futuros.",1
"Nos alojamos por dos noches en nuestro camino a Cayo Largo. El hotel es tal y como lo han descrito glamour - marchito. Casi se puede sentir los fantasmas de las personas famosas y eventos en su pasado como caminas alrededor. Nos dieron una habitación en el 5Â° piso, que estaba bien - tamaño decente, limpia, pero cansados, pero nos sentimos que habíamos llegado en Cuba, y preferido a un hotel moderno. Restaurante 24 horas no buenos bocadillos. Como comentario anterior tarifa al precio establecido el desayuno es un poco caótico, ya que las cosas no en cualquier orden. Ten cuidado - Don,t dejar intercambio de dinero hasta lo necesita, a veces el cambio de divisas cierra sin razón, que el cajero en el hotel se negó a cambiar dinero, diciendo que no volvería,t have any hasta la…",4
"Hotel Nacional no es perfecta. Las habitaciones son pequeñas, que no han renovado durante algún tiempo, A/CS no están funcionando muy bien, etc. Pero ¿a quién le importa? Hotel Nacional es un monumento nacional. Está lleno de historia y carácter, el personal es amable y el servicio es excelente. Todo es acerca de su autenticidad.",4
"Este lugar es, sin duda un icono de La Habana, inmerso en el mágico mundo de la Habana Vieja, sus calles, plazas y casas que son para recorrer una y mil veces... En ese marco este es un buen lugar para tomar un trago por...Más",3
"El peor mojito y muy caro. 
Que lastima que un lugar emblemático de La Habana, la calidad de sus mojitos  sea tan mala, tache!",2
"Sin lugar a dudas un hotel excelente en cuanto a la  limpieza ,laatencion del personal,la calidad del desayuno  muy completo . La mejorr ubicacion en La Havana vieja. El sector de pileta muy lindo . La terraza tiene una vista increible de la ciudad",5
"Fui a comer en fin de semana con mi familia, la degustación de moles es uno de mis platillos favoritos y de los mejores moles que he probado en Puebla. Los chiles en nogada tienen un excelente sabor así como la preparación. El servicio y...Más",5
"Este fue, durante muchos años, mi restaurante favorito en Puerto Vallarta. El servicio, la comida y la atención al detalle era increíble.

Anoche por segunda vez ya que la expansión en el nuevo edificio que lo probamos de nuevo. La cola era corta para esta época del año y nos sentaron rápidamente. Anfitrión y el camarero, era muy rápido y aperitivos estaban en la mesa en cuestión de minutos. Pero eso es en el que terminó. Después de media hora de estar fuera de aperitivos, así como todas las mesas alrededor de nosotros todo el mundo estaba pidiendo su comida - teníamos entradas como hicieron muchos. El dueño era entonces mesas bussing en nuestra sección de asiento más clientes. Ignora por aquellos que mantienen cuestionamientos cuando la comida estaría lista en favor de asientos más clientes. Su personal tuvo que mantener disculparse toda la noche. Finalmente nos dieron una comida - estaba helada. Pedimos que tienen climatizada pero regresé frío de nuevo. Me quejé al propietario de nuevo en el camino dijeron siempre es como esta, le diré la cocina. Nunca más mis queridos.",2
"Te conviene en el lugar contratar un guia ya sea grupal o individual para poder entender lo que se ve y que no sea simplemente unas piedritas o ruinas que no dicen nada.Ademas tenes que ir a Tulum y Cobas,A los cenotes tenes que ir y tambien al parque Xcaret ,todos estos lugares muy cerca de unos de otro dentro de la zona de Cancun Rviera Maya o Playa del Carmen.Si te gusta el buceo anda a Cozumel todos los dias salen desde el puerto de playa del Carmen los barcos que te cruzan a esta isla imperdible¡¡¡",5
"Lleva la fama pero no le corresponde.

La comida muy floja. El lugar poco cómodo.

Vive de la fama del mojito de Heminway que es lo único que destaca.

La ubicacion buena y el ambiente para tomar un mojito muy bueno, para comer no tanto...Más",3
Uno de los acuarios que hasta hace poco era de los mas grandes.Aqui puedes observar varias especies de peces.Para ir con niños y pasar un rato agradable.,4
"los platos son abundantes, con uno comen dos,  tengo que decir que mi  plato que pedi (atun) estaba incomible, super seco,lo que pidieron nuestros  amigos, igual, no me sirve de nada tener mucha cantidad sino te lo puedes comer, nos lo dejamos casi todo.
Tienen...Más",2
"El hotel nos encanto, muy bien tenido, la habitación impecable y mucho mejor la amabilidad de su personal siempre con una excelente actitud de servicio, muy acogedor y muy bien ubicado, adicional excelentes zonas húmedas.",5
"Es un lugar bueno para pasar un domingo caminando, patinando o comiendo. Lo han hecho con toda la intención de hacerlo turístico y creo que van por buen camino. En mi opinión pondría muchos más bares, pero en fin.... Es lindo ",3
"La vista es excelente, los alimentos que llegamos a probar estaban muy deliciosos y los meseros fueron muy atentos desde el momento en el que llegamos al restaurante.  El único detalle es que desafortunadamente NO tienen vino y la cerveza, es buena, pero la cantidad es poca.",4
"Histórico lugar veracruzano de visita obligatoria para personas del puerto y visitantes foráneos, recomiendo ampliamente el servicio de guía dentro del recorrido,explican detalle a detalle todo lo sucedido y el porque de cada rincón de este magnifico fuerte, eso si..muy recomendable llevar sombrillas o algo para cubrir el Sol, debido a que pega fuertisimo y no es agradable, mucho menos en tiempo de Verano.",4
"Los artistas son excelentes de primera , sin embargo creo que le hace falta renovar su show , el servicio de meseras es muy malo. La comida regular.",2
"Me pusieron en un olor a humedad terrible habitación en la planta 5ª que había moho en el techo, un ventilador que no podía ser regulado e hizo un escándalo en toda la noche, un cuarto de baño con bañera esmalte desconchado y agua caliente y una sensación general de la sala de estar sucio. Sevilla ellos mismos redimida por brindarme una habitación superior suite en mi regreso a La Habana en mi último día en Cuba, así como un desayuno VIP en su restaurante con terraza. Las vistas eran espectaculares, pero eso era todo me temo que decir. La conexión WiFi era constantemente en el blink y creo que si pasamos una fracción en además de sus habitaciones de la planta inferior, en vez de centrarse en la zona de recepción espléndida, más puede ser mucho más feliz! Yo preferiría con mucho…",2
"Además de aprender sobre historia cubana mientras usted visita este museo, mi parte favorita es la vista de La Habana desde este lado de la bahía, realmente hermoso",5
"Tuvimos oportunidad de conocer el hotel en vacaciones de verano, motivo por el cual estaba lleno y abarrotado de gente de todas las edades. El plan era salir a conocer la Riviera Nayarita, por lo que la ubicación nos funcionó muy bien, pues tiene restaurantes cercanos y un oxxo en la entrada, por cualquier emergencia. Lo bueno del hotel son sus instalaciones (aunque básicas) pero limpias Lo malo, el servicio en recepción es un tanto deficiente, al hacer check inn te retienen $5000 de tu tarjeta de crédito, por consumo en el hotel aunque ni siquiera saben si vas a estar ahí, al final en la salida te deducen los consumos pero te cargan $300 por concepto de donación, puedes eligir no hacerla y te regresan tu dinero. En las noches y madrugadas hacen fiesta y a veces la música y las risas llegan hasta tu habitación. Ni como reportar! El primer día decidimos comer en el hotel, al llegar a sentarnos en la terraza junto a la piscina, el mesero nos pidió que nos retiráramos porque ya no estaba dando servicio, le preguntamos en dónde podíamos sentarnos y si nos podía tomar la orden, a lo que nos contestó que si, pero le pidiéramos todo junto para no dar tanta vuelta. Tache! la comida no cumplió, y nos sentaron del lado izquierdo del restaurante, frente a los baños, lugar en el que se concentra cantidad inmensa de mosquitos, y nos devoraron vivos. No sabíamos que mi esposo era alérgico a la picadura de insectos, ahí lo descubrimos. De verdad lleven repelente de insectos, hay muchísimos mosquitos. Nos ofrecieron una plática a cambio de un tour gratis y 10% de descuento en consumo del hotel, pero no nos mencionaron que no aplicaba para bebidas alcohólicas, Ojo!. Grave error tomar la bendita plática! Por favor no lo hagan! Dicen que son 90 minutos pero no es cierto, estuvimos 3 horas sentados ahí, el personal de grupo Vidanta es responsable de las pláticas es extremadamente agresivo y hostil, tienes que darles explicaciones de cuánto gastas y por qué, de tus ingresos y no aceptan un NO por respuesta. La señora Diana Salcedo es en extremo irrespetuosa y ofensiva, se molesta si te levantas al baño o volteas para otro lado, literalmente exigió que le prestáramos atención, aunque ya le habíamos dicho a ella y a sus dos compañeros anteriores que No estábamos dispuestos a pagar una membresía de más de medio millón de pesos. Si su idea es vender, con ese personal se les va a dificultar un poco. En serio no tomen la plática. Se la van a pasar mal, y lo peor, les van a hacer perder su tiempo. Ah! y el regreso ya es a pie! El tour que nos hicieron favor de regalar es incómodo, el camión es muuuy viejo y gotea del techo, no sé exactamente por qué (?) Te llevan al malecón, a talleres de plata, una casa tequilera (cara) y a la cascada del Edén, el lugar es en lo alto de la sierra y es muy húmedo. Hay un sólo resturante y el platillo más accesible es de $700 aprox, aunque está bien servido y tiene buen sazón. No incluye bebidas. Hay tirolesas y una cascada pequeña, que estaba llena de gente, me imagino que sin tanta gente el lugar debe ser tranquilo y pintoresco. De regreso al hotel nos encontramos con que estaba inundado del elevador a las habitaciones, no había luz y tampoco agua, después de que pasó la lluvia se restablecieron los servicios, pero el agua salía sucia y de color café. Tuvimos que esperar hasta la noche para poder tomar un buen baño. El hotel tiene un pool bar, y aunque en la carta ofrecen variedad de bebidas, no tenían los ingredientes para preparar algunas, y es casi imposible estar disfrutando de tu bebida sin agua de alberca en ella, pues les permiten a los niños y adultos* echarse clavados desde los banquitos del bar. Aunque tienen un área de alberca y chapoteadero para los peques, no se respeta y los niños andan en la alberca de adultos. La playa es tranquila y las olas son de mediana intensidad, la arena es suave, (a diferencia de Vallarta que tiene mucha piedra) se nada muy rico y en santa paz. Aunque el agua es de color gris y un poco revuelta por las lluvias y el cauce del río ameca que desemboca cerca. En conclusión y desde mi trinchera, es un buena opción si no esperan mucho, y sólo lo utilizan para descansar, la ubicación es buena para desplazarse a los diferentes destinos de la Riviera Nayarita.  Bonus. El servicio de la base de taxis que opera fuera del hotel es caro y son poco amables, desconocíamos el conflicto que tienen con Uber, así que una noche nos hicieron pasar mal rato porque le reclamaron al conductor de uber haber tomado el servicio y no nos permitían el paso. Sé que poco tiene que ver con el hotel, pero también creo que debemos hacer valer nuestra opinión como clientes con respecto a decidir por qué y con quien gastamos nuestro dinero. Creo que los taxis convencionales deben preocuparse más por mejorar su servicio que por estar cazando a uber. Aguas!",2
"El servicio es excelente, Cristian y Mauricio nos atendieron muy bien y nos sugirieron buenos platos; la comida es deliciosa y los precios muy asequibles!
Nos encantó el lugar 👌🏼Más",5
Caminar los alrededores es muy placentero. se encuentran artista que animan con sus canciones!! romantico,4
"yo estaba tan emocionada de este viaje, pero tras el 2-1 2 horas de autobús /viaje y 1 parada de un parque ecológico con un Cenote - me di cuenta este viaje era más de una trampa para turistas que un sitio histórico. Las ruinas en sí tienen más vendedores ladrando y haciendo ruido con sus mercancías que puede debilitar un palo. que siga usted y su guía y tratar de vender a usted mientras usted está tratando de escuchar al guía sobre lo que estás viendo. Hacía calor, y el poquito de sombra disponible fue tomado por los vendedores. La única cosa que he oído en ese viaje fue ""oferta! oferta! más barato que Wal-Mart! Casi gratis!"" que necesitan para mantener a los vendedores en una zona y para permitir a los visitantes que se acerquen a ellos, no sentimos acosados y seguido por ellos. Y por amor de Dios, acondicionar algunos lugares sombreados para sentarse allí!!! Había basura en las ruinas. . Nunca recomendaría este viaje a cualquiera. Fue un día entero y $ nunca volver. Una de las ""maravillas"" del mundo? Realmente? sólo me"" maravilla"" ¿por qué me dejaron lo que podría ser un sitio guay conseguir así crapped!.",1
"Montserrat es increíble. Que te hará sentir como una pequeña pinza en una gran gran mundo. Las vistas son increíbles, y hay pequeñas tiendas para comprar souvenirs. Me encantó",5
"un a catedral que me puso la piel de gallina donde deje mi pequeña contribución que no me da vergüenza decir que eran jaboncitos envueltos en regalo  paquetitos de lapices biromes gomas de borrar sacapuntas y compás para los chicos del colegio como estaba con un yort me dieron un pareo para entrar  y me pareció hermosa  con sus años que tiene semejante templo tengo muchas fotos . y gracias a Dios se encontraba abierta cuando llegamos he llorado mucho . por lo faltante de las cosas primarias de una crema para el pelo un simple jabón , me desprendí  hasta de mis audifonos de mi mp3 pero fui feliz lo regale y fui feliz",5
"Quedar un poco fuera de la vieja Habana fue una ventaja para mí. Disfrutamos de un chapuzón en la piscina y un poco de sol en la mañana antes de saltar en un taxi por la tarde y por la noche en la ciudad. Sólo estuvimos allí 3 noches antes de ir a Varadero.  Uno de nuestro grupo tenía que cambiar debido a poco fiable de aire acondicionado pero hecho con un mínimo de alboroto, aparentemente. Las habitaciones son un poco anticuadas como esperaba ser Cuba, pero estaba muy limpio. El desayuno era agradable, un buen buffet. Sinceramente no puedo hablar de los otros horarios de comida, ya que comimos fuera del hotel.  Puedo comentar sobre bebidas. Yo tenía un montón de ron y coca-cola antes de salir por la noche. Ponen un montón de ron en ellos. La Habana es impresionante. Sin duda…",3
"Nos alojamos durante un fin de semana largo con mi esposa e hijos. Excelente servicio. Todo el personal era muy amable. Desayuno buffet abundante, con un montón de opciones. Habitación muy amplia con 2 camas queen size, suficiente para una familia de 4 (2 niños). Las instalaciones para los niños son maravillosos. Único inconveniente es el precio de la comida, si no tienen un ""plan todo incluido"". Estarías pagando entre COP $50 a $65, 000 COP por persona por comida (en dólares es barato, pero creo que en la COP13 es demasiado).",4
"Los atractivos son de muy poca duración, a veces pasas más tiempo formado en el Sol que en disfrutar del juego; por el ejemplo el paseo a caballo con casi 50 metro. Hacen referencia a un herpetario pero sólo hay dos serpientes.Es verdad que tienen varias opciones, pero son de poca duración y/o poco tiempo para estar en ellas.Para el go Kart requieres tu licencia.Sin auto es muy complicado llegar y regresar; tal vez es una opción para la población cercana, pero para los que vivimos en la Ciudad de México, está muy lejos para lo que ofrecen.Lo visité pero no quede con ganas de volver a él.Lo mejor de todo son los hermosos paisajes de la región.",3
"Un lugar agradable para pasear a su perro pero nada más. Se entiende por ""paseo"" que se habla de un lugar a donde ir a tomar la brisa en una caminata o sentarse y descansar mientras se observa un paisaje o se ve pasar los transeúntes, incluso algunos pudieran realizar deportes en esa área. Así fue tal vez hasta los años 70's. Sin embargo, luego de tantos huracanes y falta de atención y mantenimiento, allí se encuentra algo parecido a una plaza con forma de paseo. Lugar  donde abunda el sol, escasean los comercios donde adquirir agua potable o comida rápida a un precio razonable. Definitivamente un lugar para dejar pasar la vida.",1
"Desde nuestra llegada hasta nuestra partida en Villa Del Palmar Flamingos era obvio que este complejo no tiene formación sobre cómo trabajar con los miembros de la elite o satisfacer. He visitado personalmente 4 diferentes y complejos Villa como el huésped de 4 estrellas - miembros de elite han prestado una gran cantidad de dinero por el catering y servicio extra en los complejos. A nuestra llegada nos dieron una de 3 dormitorios que habíamos solicitado. A su llegada a nuestra habitación nos quedamos boquiabiertos al ver nuestra vista durante la semana fue el techo de concreto de la oficina de ventas de abajo. Procedimos a volver al vestíbulo y hablar con el gerente del hotel y preguntamos si es posible conseguir una de 2 dormitorios y un apartamento de 1 habitación, a la que nos dijeron que estaban al 100% de su capacidad. No esperábamos que conecta las habitaciones con una vista algo mejor que el techo. Al final lo único que nos dieron en Flamingos Elite era una toalla de oro y una sección privada en la playa. Tuvimos que esperar una media de una hora entre pedidos de bebida en la piscina cada día. A nuestra salida nos preguntaron por qué no venir a la frente y decir algo. Así que no vengan a decir algo? Con el pequeño porcentaje de Elite que pudimos identificar alrededor del complejo, no debería ser demasiado difícil para el conserje a visitarlos junto a ver cómo va todo. Yo también te aconsejo que no vayas con todo incluido en este resort como sólo tienen dos restaurantes para elegir. Uno de esos restaurantes cierra 4 noches de la semana para los espectáculos con cena.",2
"Visitamos La guarida durante nuestra estancia en La Habana debido a recomendaciones, está ubicado en la cima de un edificio en ruinas impresionantes. El bar de la azotea es preciosa sin duda recomendamos probar para llegar hasta allí para contemplar el atardecer, cócteles para disfrutar...de la vista sobre La Habana. Restaurante en la planta de abajo era encantadora, tuvimos una mesa linda para dos en un pequeño balcón de Julieta, donde disfrutamos de una comida de 3 platos, sin embargo la comida era normal como es el caso de Cuba, pero recomendaría visitar por la experiencia. Reservar con antelación, como siempre muy concurrido ser reservado a través de su hotel o un representante de vacaciones.Más",4
"Recogida la fecha de visita a la cima de Monserrate cuidadosamente. Fuimos temprano por la mañana y no había multitudes, pero lo que es más importante, no había lluvia. Las vistas son increíbles. La iglesia es agradable de ver, pero los enfoques, con las esculturas de las estaciones de la cruz, conduce a la ejecución de Jesucristo, son maravillosos.Después del paseo, nos tomamos el té de coca en uno de los vendedores -- agradable mezcla de hierbas que fingir que tienen un buen efecto en nuestra falta de la altitud. . .",5
"Había reservado una noche en el hotel Nacional de Cuba por el 50 cumpleaños de mi compañero. Envié un correo electrónico al hotel directamente para solicitar una habitación en un piso alto con vistas al mar y una botella de champaña a estará esperando por nosotros en la habitación a la llegada. Yo tenía un mensaje del director general diciendo que se aseguraría que sería un cumpleaños para recordar y uno de las reservas diciendo que no se preocupe, todo organizado. Así que no te preocupes! Cuando llegamos nos efectivamente tenía una habitación en el 7Â° piso - pero con vistas de los edificios y no hay champagne. Cuando volví a recepción para que resolvieran esto la recepcionista ni siquiera me miran, simplemente dijo que estamos completamente llenos. Traté de explicar que había…",4
"manteles blancos, junto al puerto deportivo. Una buena selección de vinos y fabulosa comida italiana. los camareros es atento y la comida tenía porciones sustanciales de mariscos. Lleve repelente para insectos si estás aquí en/después de la puesta del sol.",4
"Realmente es una ciudad que vale la pena conocer, muy fácil llegar, segura, la gente es muy amable, es tranquila para ir con los niños y si pueden tomen el tour en carruaje.",5
"Agradable lugar con personas muy simpáticas, grato ambiente, debes ir con tiempo y dispuesto a esperar mucha gente en el lugar, pero cuando es tu turno es muy rápido.
El mojito no cumplió mis espectativas,😥",3
"Me gusta porque confluyen gentes y ambientes de todo tipo; universitarios, académicos, turistas nacionales y extranjeros, burócratas, artistas, músicos, bohemios, etc., y todos en un ambiente de respeto y de recreación.",5
"Reservé este hotel a través de internet inmediatamente me llego un mail diciendo que si necesitaba algo que me tomé simplemente como un buen augurio que esta sería una gran experiencia. No responda cuando reservé ya que nuestra estancia fue todavía meses de distancia.

Llegamos a México unas semanas antes de nuestra estancia aquí, ya tenemos un condominio en la zona. Una vez que habíamos estado allí unos días me respondieron el email para hacer algunas reservas spa y después de tres intentos nunca recibió una respuesta.

Después de esta frustración decidimos ir al hotel para reservar nuestras citas de spa que hicimos en persona. Reservamos un masaje para el día que llegamos y un paquete de parejas para el día siguiente. Etiqueta de precio era de aproximadamente $900 USD para todos los tratamientos.

Mi esposa y yo aparecimos en el hotel el día de la reserva aproximadamente 15 minutos después de la hora asignada y esperamos en la cola, mientras que otros eran de registrarnos. Registro de todas las personas en el agua delante de nosotros nos ofrecieron y vino espumoso.

Después de una breve espera fue nuestro turno para registrarse y no nos ofrecieron agua o vino espumoso como los otros huéspedes que se encogió. Rápidamente nos notificó que nuestra habitación no estaría preparado. Mi esposa tenía un masaje reservado así que volcamos con esto y me preguntó qué podía hacer mientras ella estaba recibiendo su masaje. Me ofrecieron una palmadita...

Decidí ir al restaurante de la piscina y esperar. No cinco minutos después de que me senté me llego un mensaje de mi esposa que no había cita en su sistema, y ni siquiera para intentar encajar en ella en otro momento. Mi esposa estaba alterado porque ella ni siquiera mira su nombre pero insistió en que no había reserva para ese momento.

En el momento en que reaparece en el vestíbulo de nuestra habitación se supone para estar listo. Fui a conseguir las llaves y a discutir la cita de spa (que habíamos reservado en persona) que ya no existe. Cuando hable con un representante diferente (como el otro estaba ocupado con otro cliente quejándose) me informaron de que la habitación del hotel sería otra de 40 minutos de espera. El representante del hotel llamó a la spa y fue inicialmente dijeron que el spa era completo y que no podían acomodar un masaje para mi esposa. Después de expresar mi disgusto en el nivel de servicio que había recibido hasta este punto lo intentó de nuevo el balneario y mágicamente pudieron caber en ella.

Yo estaba caliente y sudoroso de estar completamente vestido en el restaurante de la piscina con nuestro equipaje. Me dieron el hotel 50 minutos en vez de los 40 minutos me dijeron que sería intentar y conseguir acceso a nuestra habitación. Esta vez me dijeron que la habitación estaba lista y el botones me llevó a la habitación. Cuando llegamos a la habitación aún había personal de limpieza de la habitación. Esperé unos minutos pensando que debe ser terminado pero después de cinco minutos aún estaban limpiando, así que decidimos irnos y dejar que termine.

Después de unos 15 minutos a pie alrededor del complejo volví y fueron finalmente ha desaparecido. Este fue de aproximadamente 2 horas después de que inicialmente llegó.

Mi esposa regresar de su masaje y llegamos a discutir el servicio más malo como ella fue obligado a esperar 30 minutos después de la hora de cita organizada por la recepción para conseguir realmente su masaje. En este punto nos estaban tan frustrados si no hubiéramos pagado sin haber dejado el hotel y ido a otro lado. Cancelamos nuestro tratamiento de parejas para el día siguiente en este punto porque estábamos tan frustrados.

No voy a entrar en el mal servicio que recibimos de lo contrario como este post es suficiente, pero el servicio en los restaurantes, la piscina y en la playa no era mucho mejor.

También vimos gente quejándose en varias ocasiones con la situación más locas fuimos testigos de que una persona con dos reservas para 8 personas total dijo a su reservas no existía aunque tuvo confirmación y prueba de su tarjeta de crédito habían sido acusados.

El hotel parece muy bonito y nuestra suite de un dormitorio también era muy agradable. También teníamos una gran vista.

A pesar del precio, el servicio era tan malo que nunca consideraríamos alojarnos aquí de nuevo y estaba tan impresionado por la total indiferencia mostrada por el personal me motivó a crear una cuenta de tripadvisor para compartir esta experiencia.
Leer menos",2
"En mis muchos viajes a Colombia, como una cosa de que tienes que ver, me volvió a la mina sal Zipaquira. Vimos la necesidad de sillas de ruedas para una persona anciana pareja que estaban con nosotros y en la oficina de venta de billetes, fueron proporcionados gratuitamente (sólo tienes que darles una I. D. que podrá volver una vez vuelva con las sillas).  Fuimos con un guía de habla española que acabé hablando inglés a mi grupo que me pareció bien, ya que entendía mejor inglés. Vimos las nuevas instalaciones como el ""espectáculo de luces"", la ""piscina de reflexión,"" y un corto explaing veladas de video cómo el Salt minas se convirtió en lo que es hoy en día y su historia. Lo recomiendo mucho, pero sólo si estás en Bogotá para una cantidad moderada de tiempo debido a su hora de distancia en coche.",4
"Mi habitación estaba en el 8Â° piso, en el segundo día los ascensores se rompió y no fijarse en las cuatro noches de nuestra estancia. Estuvimos en la planta 8 y el servicio luz para las dos primeras noches no parada en nuestra planta. Teníamos que ir a la 9 th y caminar o la 7ª y caminar. Sólo escaleras estaban mal iluminada, mal cuidados y peligroso. El servicio también tenía un panel colgando que había que evitar. En nuestra primera noche mi amigo nos las arreglamos para conseguir encerrado en el cuarto de baño por una cerradura defectuosa y yo anaged para conseguir el hombre de mantenimiento a rescatarlo. Me pidió un lápiz y utilizada dentro de abrir la puerta. Porque me preocupaba que vuelva a ocurrir que nos dejó con un pedazo de metal para poderlo sacar en la cerradura.…",2
"El lugar tiene buena ubicación sobre la plaza Santa Lucía... las mejores mesas son las que están en kiosks, no recomiendo las mesas cerca de la calle ya que los autos hacen mucho ruido... la comida es promedio, sin embargo los precios son muy elevados...Más",3
De entrada reserve la mejor habitación del hotel y me querían dar una de menor valor por el mismo precio. LO PEOR SE FUE LA LUZ Y NO TIENEN LAMPARAS DE EMERGENCIA NI LETREROS DE EVACUACION QUE BRILLAN EN LA OBSCURIDAD. Yo he vivido terremotos espantosos en Puebla y no sabes que hacer y cuando se fué la luz si fuera por un terremoto ha de ser la peor experiencia de tu vida si la vives. Es un hotel caro por eso me quede en el pero no es posible que busquen en todo momento su propio beneficio y no en el de los huespedes,1
